Exchange tickers,,
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
P,Z,T  Q
P,Z,T  Q
P,D,Z
P,T  Q,Z
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,Z,D
P,Z,T  Q
Z,P,T  Q
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
P,T  Q,Z
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
Z,P,T  Q
T  Q,Z,P
P,Z,T  Q
Z,T  Q,P
Z,P,T  Q
Z,P,T  Q
Z,P,D
P,Z,T  Q
P,Z,D
Z,P,T  Q
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
Z,P,D
P,Z,T  Q
Z,P,T  Q
Z,T  Q,P
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
P,Z,T  Q
Z,T  Q,P
Z,P,T  Q
Z,P,T  Q
Z,T  Q,P
T  Q,Z,P
P,Z,T  Q
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
P,Z,T  Q
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
Z,T  Q,P
T  Q,Z,P
Z,P,T  Q
Z,T  Q,P
Z,T  Q,B
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
Z,T  Q,P
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
P,Z,T  Q
P,T  Q,Z
Z,P,T  Q
Z,P,T  Q
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
P,T  Q,Z
Z,P,T  Q
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
Z,T  Q,P
Z,P,T  Q
Z,P,T  Q
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
P,T  Q,Z
T  Q,Z,P
P,Z,T  Q
P,Z,T  Q
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
Z,T  Q,P
P,Z,T  Q
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
P,Z,T  Q
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
P,T  Q,Z
Z,T  Q,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,B,Z
B,T  Q,Z
T  Q,B,Z
T  Q,B,Z
T  Q,B,Z
T  Q,B,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
P,T  Q,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
Z,T  Q,P
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
P,T  Q,Z
P,Z,T  Q
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,W  Y  J  K,T  Q
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
P,Z,T  Q
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
P,T  Q,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
Z,T  Q,P
T  Q,Z,P
Z,T  Q,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,W  Y  J  K,Z
T  Q,W  Y  J  K,Z
T  Q,W  Y  J  K,P
T  Q,W  Y  J  K,Z
T  Q,W  Y  J  K,Z
T  Q,W  Y  J  K,Z
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,W  Y  J  K,Z
W  Y  J  K,T  Q,Z
T  Q,P,Z
T  Q,W  Y  J  K,Z
T  Q,W  Y  J  K,Z
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
Z,T  Q,W  Y  J  K
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
Z,T  Q,W  Y  J  K
T  Q,Z,P
T  Q,Z,W  Y  J  K
T  Q,Z,P
T  Q,Z,P
Z,W  Y  J  K,T  Q
Z,T  Q,P
Z,T  Q,W  Y  J  K
Z,T  Q,W  Y  J  K
W  Y  J  K,Z,T  Q
Z,W  Y  J  K,T  Q
Z,T  Q,P
Z,T  Q,W  Y  J  K
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
P,T  Q,Z
Z,T  Q,W  Y  J  K
Z,W  Y  J  K,T  Q
Z,W  Y  J  K,T  Q
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
Z,P,T  Q
Z,W  Y  J  K,P
Z,P,T  Q
Z,P,T  Q
Z,T  Q,P
Z,P,W  Y  J  K
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
Z,P,T  Q
Z,T  Q,P
Z,T  Q,P
Z,P,T  Q
Z,T  Q,P
Z,T  Q,P
P,Z,T  Q
Z,T  Q,P
P,T  Q,Z
Z,P,T  Q
P,T  Q,Z
T  Q,P,Z
Z,P,T  Q
T  Q,Z,P
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
Z,P,D
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,Z,T  Q
P,Z,T  Q
P,Z,T  Q
Z,P,W  Y  J  K
P,Z,T  Q
P,Z,T  Q
P,Z,T  Q
P,Z,T  Q
P,T  Q,Z
Z,P,T  Q
P,Z,T  Q
P,Z,W  Y  J  K
P,T  Q,Z
P,Z,T  Q
P,W  Y  J  K,T  Q
P,T  Q,D
P,T  Q,Z
P,T  Q,Z
T  Q,P,Z
P,T  Q,Z
P,D,T  Q
P,W  Y  J  K,T  Q
P,T  Q,Z
T  Q,P,Z
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,W  Y  J  K,T  Q
P,T  Q,W  Y  J  K
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
T  Q,P,Z
Z,T  Q,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
P,T  Q,W  Y  J  K
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
Z,T  Q,P
P,Z,T  Q
P,T  Q,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
P,T  Q,Z
P,Z,T  Q
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
P,T  Q,W  Y  J  K
P,T  Q,W  Y  J  K
P,T  Q,Z
W  Y  J  K,T  Q,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
P,T  Q,Z
P,T  Q,W  Y  J  K
T  Q,P,W  Y  J  K
P,T  Q,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,W  Y  J  K
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
P,T  Q,Z
T  Q,Z,P
Z,T  Q,P
Z,T  Q,P
W  Y  J  K,T  Q,P
T  Q,P,W  Y  J  K
Z,W  Y  J  K,T  Q
P,T  Q,Z
Z,T  Q,W  Y  J  K
T  Q,W  Y  J  K,Z
Z,T  Q,W  Y  J  K
T  Q,Z,P
Z,T  Q,W  Y  J  K
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
T  Q,W  Y  J  K,P
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
T  Q,Z,W  Y  J  K
D,Z,T  Q
P,T  Q,Z
Z,P,T  Q
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
Z,P,T  Q
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,T  Q,W  Y  J  K
Z,P,T  Q
T  Q,Z,P
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
T  Q,P,W  Y  J  K
P,T  Q,Z
Z,T  Q,P
P,Z,T  Q
P,Z,W  Y  J  K
P,Z,T  Q
P,T  Q,Z
P,T  Q,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,Z
P,T  Q,Z
Z,P,W  Y  J  K
P,W  Y  J  K,Z
T  Q,P,Z
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
P,T  Q,Z
T  Q,Z,P
P,T  Q,Z
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
Z,P,T  Q
Z,P,T  Q
Z,P,T  Q
P,W  Y  J  K,T  Q
P,W  Y  J  K,Z
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
P,Z,D
Z,P,T  Q
Z,P,W  Y  J  K
P,Z,T  Q
Z,W  Y  J  K,P
P,T  Q,Z
P,Z,T  Q
P,Z,T  Q
Z,P,T  Q
P,T  Q,Z
P,Z,T  Q
P,T  Q,Z
Z,T  Q,P
P,T  Q,Z
Z,P,T  Q
W  Y  J  K,Z,P
P,Z,T  Q
P,Z,T  Q
P,Z,T  Q
P,Z,W  Y  J  K
P,Z,T  Q
T  Q,P,Z
P,T  Q,Z
P,Z,T  Q
T  Q,P,Z
P,Z,T  Q
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
P,D,T  Q
T  Q,P,Z
P,T  Q,Z
P,T  Q,Z
T  Q,Z,P
P,T  Q,Z
T  Q,Z,P
T  Q,Z,P
T  Q,Z,P
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
Z,P,T  Q
P,Z,T  Q
Z,P,T  Q
Z,P,T  Q
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
Z,P,T  Q
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
P,Z,T  Q
Z,P,T  Q
P,Z,T  Q
P,Z,W  Y  J  K
P,D,W  Y  J  K
P,W  Y  J  K,T  Q
P,T  Q,Z
P,T  Q,Z
Z,P,W  Y  J  K
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
T  Q,Z,P
Z,P,T  Q
T  Q,Z,P
Z,P,T  Q
P,Z,T  Q
P,Z,T  Q
P,T  Q,Z
P,T  Q,Z
P,T  Q,Z
P,D,Z
T  Q,P,Z
D,Z,T  Q
Z,P,T  Q
P,Z,T  Q
P,T  Q,Z
T  Q,Z,P
T  Q,Z,P
P,T  Q,D
T  Q,D,P
T  Q,P,D
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,Z,P
T  Q,W  Y  J  K,P
T  Q,W  Y  J  K,P
T  Q,P,D
P,D,T  Q
T  Q,P,D
P,D,T  Q
W  Y  J  K,T  Q,P
P,T  Q,D
T  Q,Z,W  Y  J  K
D,T  Q,W  Y  J  K
D,T  Q,P
T  Q,D,P
P,T  Q,W  Y  J  K
P,T  Q,Z
T  Q,D,Z
T  Q,D,P
T  Q,P,D
T  Q,P,Z
T  Q,P,W  Y  J  K
P,T  Q,D
T  Q,Z,P
T  Q,P,Z
T  Q,P,Z
T  Q,P,Z
T  Q,D,P
T  Q,D,Z
T  Q,P,Z
T  Q,P,Z
T  Q,D,P
T  Q,P,Z
D,T  Q,P
T  Q,P,D
T  Q,D,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,P,Z
T  Q,W  Y  J  K,Z
T  Q,D,Z
T  Q,D,P
T  Q,D,P
T  Q,D,Z
T  Q,D,P
P,T  Q,Z
T  Q,D,W  Y  J  K
T  Q,D,P
T  Q,W  Y  J  K,P
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,W  Y  J  K,P
T  Q,P,Z
P,D,T  Q
T  Q,P,D
D,P,T  Q
T  Q,W  Y  J  K,Z
T  Q,W  Y  J  K,P
T  Q,W  Y  J  K,P
T  Q,W  Y  J  K,P
D,T  Q,P
T  Q,D,P
T  Q,P,W  Y  J  K
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,W  Y  J  K,P
T  Q,P,Z
T  Q,P,W  Y  J  K
T  Q,P,Z
T  Q,P,D
P,T  Q,Z
T  Q,P,Z
T  Q,P,W  Y  J  K
P,T  Q,D
P,T  Q,D
T  Q,P,D
P,T  Q,D
P,Z,T  Q
P,T  Q,Z
T  Q,P,Z
T  Q,P,Z
P,T  Q,Z
P,T  Q,W  Y  J  K
P,T  Q,Z
